S_TKR,S_DTE,S_ADJ_PRECLOSEPRICE,S_ADJ_OPENPRICE,S_ADJ_HIGHPRICE,S_ADJ_LOWPRICE,S_ADJ_CLOSEPRICE,S_ADJ_FACTOR,S_CLOSEPRICE,S_OPENPRICE,S_HIGHPRICE,S_LOWPRICE,S_TURNVOLUME,S_TURNAMOUNT,S_RPT_DTE,S_TOT_OPER_REV,S_NET_PROFIT_EXCL,S_TOT_ASSETS,S_TOT_LIAB,S_TOT_CUR_LIAB,S_TOT_NON_CUR_LIAB,S_TOT_RIGHTS,S_TOT_LONG_LIAB,S_TOT_MV,S_FLOAT_MV,S_PE,S_PB,S_PE_TTM,S_TOT_SHR,S_A_SHR,S_FLOAT_SHR,S_TY_TOT_OPER_REV,S_TY_NET_PROFIT_EXCL,S_P3Y_TOT_OPER_REV,S_P3Y_NET_PROFIT_EXCL,S_WEIGHT300,S_WEIGHT500,S_CITICS_INDUSTRY_L1,S_DELIST,S_STSTATE
000001.SZ,20171009,1181.09,1229.99,1237.43,1197.04,1201.29,106.308803,11.3,11.57,11.64,11.26,132522731,1520609511.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,1.94025648436e+11,1.91173283056e+11,8.5856,1.0132,8.4872,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.880526,0.0,40.0,0.0,0.0
000001.SZ,20171010,1201.29,1204.48,1222.55,1204.48,1219.36,106.308803,11.47,11.33,11.5,11.33,74792530,853665849.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,1.96944618368e+11,1.94049341297e+11,8.7147,1.0284,8.6149,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.892014,0.0,40.0,0.0,0.0
000001.SZ,20171011,1219.36,1220.43,1231.06,1205.54,1225.74,106.308803,11.53,11.48,11.58,11.34,65807758,756203405.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,1.9797484305e+11,1.95064420676e+11,8.7603,1.0338,8.6599,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.893734,0.0,40.0,0.0,0.0
000001.SZ,20171012,1225.74,1226.8,1231.06,1219.36,1227.87,106.308803,11.55,11.54,11.58,11.47,57806531,667148377.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,1.98318251277e+11,1.95402780469e+11,8.7755,1.0356,8.675,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.892935,0.0,40.0,0.0,0.0
000001.SZ,20171013,1227.87,1228.93,1228.93,1195.97,1207.67,106.308803,11.36,11.56,11.56,11.25,73737596,839662734.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,1.95055873118e+11,1.92188362435e+11,8.6312,1.0186,8.5323,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.876443,0.0,40.0,0.0,0.0
000001.SZ,20171016,1207.67,1207.67,1233.18,1200.23,1232.12,106.308803,11.59,11.36,11.6,11.29,103625064,1190724204.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,1.99005067732e+11,1.96079500055e+11,8.8059,1.0392,8.705,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.895915,0.0,40.0,0.0,0.0
000001.SZ,20171017,1232.12,1235.31,1238.5,1220.43,1223.61,106.308803,11.51,11.62,11.65,11.48,50637234,585333998.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,1.97631434823e+11,1.94726060883e+11,8.7451,1.032,8.6449,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.889816,0.0,40.0,0.0,0.0
000001.SZ,20171018,1223.61,1225.74,1243.81,1223.61,1242.75,106.308803,11.69,11.53,11.7,11.51,87136536,1011050927.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,2.00722108869e+11,1.9777129902e+11,8.8819,1.0482,8.7801,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.896607,0.0,40.0,0.0,0.0
000001.SZ,20171019,1242.75,1237.43,1245.94,1229.99,1236.37,106.308803,11.63,11.64,11.72,11.57,72276482,841546799.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,1.99691884187e+11,1.96756219641e+11,8.8363,1.0428,8.735,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.894935,0.0,40.0,0.0,0.0
000001.SZ,20171020,1236.37,1232.12,1232.12,1212.98,1220.43,106.308803,11.48,11.59,11.59,11.41,46180808,529747048.0,20170630.0,54073000000.0,12554000000.0,3.092142e+12,2.880688e+12,,,2.11454e+11,,1.97116322482e+11,1.94218521193e+11,8.7223,1.0293,8.6224,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.884382,0.0,40.0,0.0,0.0
000001.SZ,20171023,1220.43,1210.86,1211.92,1185.34,1189.6,106.308803,11.19,11.39,11.4,11.15,107446502,1206888281.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.92136903186e+11,1.89312304195e+11,8.502,0.9696,8.3418,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.861176,0.0,40.0,0.0,0.0
000001.SZ,20171024,1189.6,1190.66,1214.05,1188.53,1210.86,106.308803,11.39,11.2,11.42,11.18,61887194,700896871.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.95570985459e+11,1.92695902125e+11,8.654,0.9869,8.4909,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.870069,0.0,40.0,0.0,0.0
000001.SZ,20171025,1210.86,1207.67,1208.73,1195.97,1198.1,106.308803,11.27,11.36,11.37,11.25,41857360,472708177.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.93510536095e+11,1.90665743367e+11,8.5628,0.9765,8.4014,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.857354,0.0,40.0,0.0,0.0
000001.SZ,20171026,1198.1,1195.97,1203.42,1182.15,1188.53,106.308803,11.18,11.25,11.32,11.12,92899607,1041707022.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.91965199072e+11,1.89143124298e+11,8.4944,0.9687,8.3344,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.846967,0.0,40.0,0.0,0.0
000001.SZ,20171027,1188.53,1189.6,1228.93,1188.53,1228.93,106.308803,11.56,11.19,11.56,11.18,136008642,1548543731.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.98489955391e+11,1.95571960366e+11,8.7831,1.0017,8.6176,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.869572,0.0,40.0,0.0,0.0
000001.SZ,20171030,1228.93,1227.87,1247.0,1217.24,1228.93,106.308803,11.56,11.55,11.73,11.45,127824694,1484495472.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.98489955391e+11,1.95571960366e+11,8.7831,1.0017,8.6176,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.872228,0.0,40.0,0.0,0.0
000001.SZ,20171031,1228.93,1227.87,1231.06,1210.86,1226.8,106.308803,11.54,11.55,11.58,11.39,62749138,721237474.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.98146547164e+11,1.95233600573e+11,8.7679,0.9999,8.6027,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.871134,0.0,40.0,0.0,0.0
000001.SZ,20171101,1226.8,1228.93,1232.12,1203.42,1211.92,106.308803,11.4,11.56,11.59,11.32,69261790,792881042.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.95742689572e+11,1.92865082021e+11,8.6616,0.9878,8.4984,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.863044,0.0,40.0,0.0,0.0
000001.SZ,20171102,1211.92,1207.67,1231.06,1197.04,1226.8,106.308803,11.54,11.36,11.58,11.26,60430848,689229873.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.98146547164e+11,1.95233600573e+11,8.7679,0.9999,8.6027,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.873383,0.0,40.0,0.0,0.0
000001.SZ,20171103,1226.8,1221.49,1241.69,1206.6,1210.86,106.308803,11.39,11.49,11.68,11.35,74334322,852032107.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.95570985459e+11,1.92695902125e+11,8.654,0.9869,8.4909,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.869934,0.0,40.0,0.0,0.0
000001.SZ,20171106,1210.86,1214.05,1214.05,1178.96,1199.16,106.308803,11.28,11.42,11.42,11.09,102990281,1157303985.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,1.93682240208e+11,1.90834923263e+11,8.5704,0.9774,8.4089,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.848266,0.0,40.0,0.0,0.0
000001.SZ,20171107,1199.16,1198.1,1285.27,1195.97,1267.2,106.308803,11.92,11.27,12.09,11.25,247716326,2914269160.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.04671303483e+11,2.0166243664e+11,9.0567,1.0329,8.886,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.889019,0.0,40.0,0.0,0.0
000001.SZ,20171108,1267.2,1275.71,1338.43,1268.26,1289.53,106.308803,12.13,12.0,12.59,11.93,426282573,5199224276.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.0827708987e+11,2.05215214467e+11,9.2162,1.0511,9.0426,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.906076,0.0,40.0,0.0,0.0
000001.SZ,20171109,1289.53,1296.97,1336.3,1291.65,1310.79,106.308803,12.33,12.2,12.57,12.15,229528934,2839861735.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.11711172143e+11,2.08598812397e+11,9.3682,1.0684,9.1916,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.914712,0.0,40.0,0.0,0.0
000001.SZ,20171110,1310.79,1315.04,1334.18,1291.65,1307.6,106.308803,12.3,12.37,12.55,12.15,175755227,2167126597.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.11196059802e+11,2.08091272707e+11,9.3454,1.0658,9.1693,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.904495,0.0,40.0,0.0,0.0
000001.SZ,20171113,1307.6,1312.91,1392.65,1312.91,1371.38,106.308803,12.9,12.35,13.1,12.35,256690623,3307955288.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.21498306621e+11,2.18242066498e+11,9.8012,1.1178,9.6166,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.944903,0.0,40.0,0.0,0.0
000001.SZ,20171114,1371.38,1376.7,1409.65,1361.82,1376.7,106.308803,12.95,12.95,13.26,12.81,178030247,2318092534.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.2235682719e+11,2.1908796598e+11,9.8392,1.1221,9.6538,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.955212,0.0,40.0,0.0,0.0
000001.SZ,20171115,1376.7,1371.38,1395.83,1357.56,1371.38,106.308803,12.9,12.9,13.13,12.77,126305227,1627912725.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.21498306621e+11,2.18242066498e+11,9.8012,1.1178,9.6166,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.957522,0.0,40.0,0.0,0.0
000001.SZ,20171116,1371.38,1371.38,1394.77,1346.93,1392.65,106.308803,13.1,12.9,13.12,12.67,120081480,1550701791.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.24932388895e+11,2.21625664428e+11,9.9532,1.1351,9.7657,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.964943,0.0,40.0,0.0,0.0
000001.SZ,20171117,1392.65,1400.09,1430.92,1385.2,1401.15,106.308803,13.18,13.17,13.46,13.03,206414972,2731215933.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.26306021804e+11,2.229791036e+11,10.014,1.142,9.8253,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.967105,0.0,40.0,0.0,0.0
000001.SZ,20171120,1401.15,1395.83,1514.9,1387.33,1514.9,106.308803,14.25,13.13,14.25,13.05,284392582,3860145472.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.44678361966e+11,2.41081352527e+11,10.827,1.2348,10.6229,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.039818,0.0,40.0,0.0,0.0
000001.SZ,20171121,1514.9,1495.76,1572.31,1489.39,1536.16,106.308803,14.45,14.07,14.79,14.01,249532781,3609849024.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.48112444239e+11,2.44464950457e+11,10.9789,1.2521,10.772,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.035946,0.0,40.0,0.0,0.0
000001.SZ,20171122,1536.16,1539.35,1620.15,1539.35,1605.26,106.308803,15.1,14.48,15.24,14.48,257023146,3839501153.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.59273211627e+11,2.5546164373e+11,11.4728,1.3084,11.2566,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.080019,0.0,40.0,0.0,0.0
000001.SZ,20171123,1605.26,1610.58,1620.15,1495.76,1525.53,106.308803,14.35,15.15,15.24,14.07,242914214,3562843399.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.46395403102e+11,2.42773151492e+11,10.9029,1.2434,10.6975,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.057692,0.0,40.0,0.0,0.0
000001.SZ,20171124,1525.53,1519.15,1551.05,1464.94,1547.86,106.308803,14.56,14.29,14.59,13.78,263018967,3732597275.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.50001189489e+11,2.46325929319e+11,11.0625,1.2616,10.854,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.072698,0.0,40.0,0.0,0.0
000001.SZ,20171127,1547.86,1520.22,1520.22,1461.75,1480.88,106.308803,13.93,14.3,14.3,13.75,206408533,2878491901.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.39183830328e+11,2.35667595838e+11,10.5838,1.207,10.3844,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.039839,0.0,40.0,0.0,0.0
000001.SZ,20171128,1480.88,1472.38,1472.38,1424.54,1456.43,106.308803,13.7,13.85,13.85,13.4,176643250,2396540133.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.35234635714e+11,2.31776458219e+11,10.4091,1.1871,10.2129,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.021188,0.0,40.0,0.0,0.0
000001.SZ,20171129,1456.43,1459.62,1480.88,1431.98,1469.19,106.308803,13.82,13.73,13.93,13.47,156409493,2148312654.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.37295085078e+11,2.33806616977e+11,10.5002,1.1975,10.3024,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.030659,0.0,40.0,0.0,0.0
000001.SZ,20171130,1469.19,1456.43,1459.62,1409.65,1422.41,106.308803,13.38,13.7,13.73,13.26,137963571,1866700884.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.29740104077e+11,2.2636270153e+11,10.1659,1.1594,9.9744,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.009555,0.0,40.0,0.0,0.0
000001.SZ,20171201,1422.41,1424.54,1433.04,1377.76,1382.01,106.308803,13.0,13.4,13.48,12.96,178493315,2354299656.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.23215347758e+11,2.19933865463e+11,9.8772,1.1265,9.6911,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.982836,0.0,40.0,0.0,0.0
000001.SZ,20171204,1382.01,1387.33,1421.35,1382.01,1413.91,106.308803,13.3,13.05,13.37,13.0,145402345,1923315712.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.28366471168e+11,2.25009262358e+11,10.1052,1.1524,9.9148,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,1.000333,0.0,40.0,0.0,0.0
000001.SZ,20171205,1413.91,1397.96,1434.11,1392.65,1413.91,106.308803,13.3,13.15,13.49,13.1,172368132,2301867653.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.28366471168e+11,2.25009262358e+11,10.1052,1.1524,9.9148,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.995056,0.0,40.0,0.0,0.0
000001.SZ,20171206,1413.91,1409.65,1410.72,1359.69,1390.52,106.308803,13.08,13.26,13.27,12.79,161984496,2104168537.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.24588980667e+11,2.21287304635e+11,9.938,1.1334,9.7507,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.98453,0.0,40.0,0.0,0.0
000001.SZ,20171207,1390.52,1387.33,1396.9,1355.44,1363.94,106.308803,12.83,13.05,13.14,12.75,118195784,1526953344.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.20296377826e+11,2.17057807222e+11,9.7481,1.1117,9.5644,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.976598,0.0,40.0,0.0,0.0
000001.SZ,20171208,1363.94,1370.32,1391.58,1355.44,1391.58,106.308803,13.09,12.89,13.09,12.75,135131504,1751423112.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.24760684781e+11,2.21456484532e+11,9.9456,1.1342,9.7582,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.965,0.0,40.0,0.0,0.0
000001.SZ,20171211,1391.58,1390.52,1442.61,1369.26,1435.17,106.308803,13.5,13.08,13.57,12.88,226195273,2980735572.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.31800553441e+11,2.28392860289e+11,10.2571,1.1698,10.0638,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.978633,0.0,40.0,0.0,0.0
000001.SZ,20171212,1435.17,1424.54,1433.04,1384.14,1384.14,106.308803,13.02,13.4,13.48,13.02,174340579,2302354901.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.23558755985e+11,2.20272225256e+11,9.8924,1.1282,9.706,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.956407,0.0,40.0,0.0,0.0
000001.SZ,20171213,1384.14,1382.01,1403.28,1369.26,1395.83,106.308803,13.13,13.0,13.2,12.88,128924811,1679022035.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.25447501236e+11,2.22133204118e+11,9.976,1.1377,9.788,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.956287,0.0,40.0,0.0,0.0
000001.SZ,20171214,1395.83,1397.96,1414.97,1372.45,1382.01,106.308803,13.0,13.15,13.31,12.91,100199798,1311131917.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.23215347758e+11,2.19933865463e+11,9.8772,1.1265,9.6911,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.952449,0.0,40.0,0.0,0.0
000001.SZ,20171215,1382.01,1371.38,1374.57,1346.93,1352.25,106.308803,12.72,12.9,12.93,12.67,109995250,1405372004.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.18407632576e+11,2.15196828361e+11,9.6645,1.1022,9.4824,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9525,0.0,40.0,0.0,0.0
000001.SZ,20171218,1352.25,1353.31,1372.45,1343.74,1355.44,106.308803,12.75,12.73,12.91,12.64,80546452,1029422753.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.18922744917e+11,2.1570436805e+11,9.6873,1.1048,9.5047,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9425,0.0,40.0,0.0,0.0
000001.SZ,20171219,1355.44,1359.69,1416.03,1354.37,1411.78,106.308803,13.28,12.79,13.32,12.74,239794295,3138687565.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.2802306294e+11,2.24670902565e+11,10.09,1.1507,9.8998,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9435,0.0,40.0,0.0,0.0
000001.SZ,20171220,1411.78,1403.28,1414.97,1395.83,1409.65,106.308803,13.26,13.2,13.31,13.13,110624507,1463802116.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.27679654713e+11,2.24332542772e+11,10.0748,1.149,9.8849,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9705,0.0,40.0,0.0,0.0
000001.SZ,20171221,1409.65,1401.15,1454.3,1399.02,1439.42,106.308803,13.54,13.18,13.68,13.16,148520344,2005617683.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.32487369896e+11,2.29069579875e+11,10.2875,1.1732,10.0937,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9702,0.0,40.0,0.0,0.0
000001.SZ,20171222,1439.42,1435.17,1448.99,1429.85,1437.3,106.308803,13.52,13.5,13.63,13.45,74290095,1004525768.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.32143961668e+11,2.28731220082e+11,10.2723,1.1715,10.0788,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9816,0.0,40.0,0.0,0.0
000001.SZ,20171225,1437.3,1437.3,1473.44,1399.02,1408.59,106.308803,13.25,13.52,13.86,13.16,158556718,2145040658.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.275079506e+11,2.24163362876e+11,10.0672,1.1481,9.8775,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9835,0.0,40.0,0.0,0.0
000001.SZ,20171226,1408.59,1409.65,1455.37,1402.21,1452.18,106.308803,13.66,13.26,13.69,13.19,112368845,1510826264.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.3454781926e+11,2.31099738633e+11,10.3787,1.1836,10.1831,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9669,0.0,40.0,0.0,0.0
000001.SZ,20171227,1452.18,1443.67,1464.94,1402.21,1412.84,106.308803,13.29,13.58,13.78,13.19,136656673,1848165006.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.28194767054e+11,2.24840082462e+11,10.0976,1.1516,9.9073,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9939,0.0,40.0,0.0,0.0
000001.SZ,20171228,1412.84,1411.78,1430.92,1384.14,1404.34,106.308803,13.21,13.28,13.46,13.02,155303047,2052944539.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.26821134145e+11,2.2348664329e+11,10.0368,1.1446,9.8477,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9821,0.0,40.0,0.0,0.0
000001.SZ,20171229,1404.34,1404.34,1427.73,1392.65,1413.91,106.308803,13.3,13.21,13.43,13.1,98291553,1303222040.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.28366471168e+11,2.25009262358e+11,10.1052,1.1524,9.9148,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.9693,0.0,40.0,0.0,0.0
000001.SZ,20180102,1413.91,1419.22,1480.88,1416.03,1456.43,106.308803,13.7,13.35,13.93,13.32,208159255,2856543822.0,20170930.0,79833000000.0,19153000000.0,3.137481e+12,2.91937e+12,,,2.18111e+11,,2.35234635714e+11,2.31776458219e+11,10.4091,1.1871,10.2129,17170411366.0,16917989651.0,7610281784.0,1.07715e+11,22599000000.0,52189000000.0,15231000000.0,0.973,0.0,40.0,0.0,0.0
